Entity (Dataset) Name:;C3PO_sample_temperatureParticleAverage;Set of samples for the particle average temperature in JSON or HDF5 format;;;
Dimensions:;nSamples;Number of samples drawn;;;
Properties:;name;char;-;;Name of the entity
;data;double;K;nSamples;A list of scalars representing the particle average temperature
