Entity (Dataset) Name:;PASCAL_averageParticleData_T;Snapshot of the average particle temperature in HDF5 or JSON format;;;
Dimensions:;nParticles;Number of particles within the simulation;;;
Properties:;name;char;-;;Name of the entity
;data;double;K;nParticles;The actual (volume-averaged) particle temperature
